N,P,K,temperature,humidity,ph,moisture,soil temp,crops,Fertilizer
100,29,48,29.72791119,94.29753295,6.367800632,42.4,23.3,potato,urea
110,25,54,28.91105641,90.78413842,6.425930938,42.3,23.4,potato,urea
104,25,51,28.96361426,93.88482153,6.469983276,42.2,23.5,potato,urea
107,30,54,28.59052369,91.33617236,6.094016338,42.1,23.6,potato,urea
98,26,52,27.33897716,90.69759008,6.150090899,42,23.5,potato,urea
88,29,52,29.90415889,90.75284363,6.646962425,42.1,23.4,potato,urea
87,25,46,27.42711692,90.02696201,6.379690748,42,23.5,potato,urea
120,30,46,29.55657523,90.70937262,6.732834334,41.9,23.4,potato,urea
95,28,46,29.84070774,93.76312893,6.126019932,41.8,23.5,potato,urea
108,26,47,28.53545677,91.72742702,6.161123579,27.4,23.6,potato,urea
82,30,52,27.11535046,94.86907886,6.442810053,27.5,23.7,potato,urea
120,32,55,27.84492803,91.60666594,6.732049075,27.6,23.6,potato,urea
110,35,47,29.03157242,91.82172592,6.243673725,27.5,23.7,potato,urea
95,36,45,27.82424457,90.56698742,6.266208727,27.6,23.6,potato,urea
106,33,49,27.72653142,92.00687531,6.350623739,27.5,23.7,potato,urea
99,38,52,28.69708334,94.30759855,6.002927293,27.4,23.8,potato,urea
106,40,51,29.73019662,90.97015715,6.342573112,27.3,23.9,potato,urea
83,34,53,29.54097171,92.91778307,6.163921248,27.2,23.8,potato,urea
117,41,55,28.80311922,91.78336933,6.121745389,38.7,23.7,potato,urea
98,38,49,27.29035669,90.53330091,6.130160473,38.8,23.8,tomato,TSP
113,36,48,27.46583649,94.87679041,6.440584681,38.9,23.9,tomato,TSP
101,32,47,29.49401389,94.72981338,6.185053234,39,24,tomato,TSP
98,29,45,27.79161808,92.51054946,6.157724816,38.9,24.1,tomato,TSP
93,27,48,29.12533739,91.52291141,6.776987974,39,24.2,tomato,TSP
95,32,47,27.93114233,93.56161439,6.431970877,39.1,24.1,tomato,TSP
109,35,48,29.45771748,92.12534736,6.708743843,39.2,24,tomato,TSP
118,28,47,27.96872279,92.17444796,6.010739645,39.1,24.1,tomato,TSP
100,31,49,29.48882958,91.07574233,6.365956658,39,24,tomato,TSP
89,37,47,29.47156259,90.77069618,6.668382766,39.1,23.9,tomato,TSP
95,34,46,27.0767265,90.14362622,6.74669542,39,23.8,tomato,TSP
95,37,45,27.30008597,90.80015308,6.031665834,38.9,23.9,tomato,TSP
87,33,45,29.82729394,90.79007335,6.40077205,39,23.8,tomato,TSP
93,31,50,29.93061247,93.22980899,6.448792689,38.9,23.9,tomato,TSP
84,29,49,29.94349168,93.90741192,6.251420275,39,23.8,tomato,TSP
111,32,47,28.03306461,91.47355778,6.274452811,39.1,23.9,tomato,TSP
111,30,52,29.8843055,94.0371147,6.135996372,39,24,tomato,TSP
111,35,54,27.7058373,92.91185695,6.194090172,38.9,24.1,tomato,TSP
89,33,47,29.78714005,94.65343534,6.327822962,38.8,24,tomato,TSP
110,28,48,28.57819995,92.86597437,6.212567211,38.7,24.1,tomato,TSP
95,30,52,29.48069921,90.33698678,6.640470863,38.8,24.2,tomato,TSP
115,27,52,27.51492243,94.96218673,6.685553129,38.7,24.3,tomato,TSP
120,25,50,28.05457761,94.81637388,6.327210469,38.8,24.2,tomato,TSP
102,29,45,29.03167341,93.12603235,6.35544263,38.7,24.3,tomato,TSP
94,32,55,28.5854649,91.89216849,6.085682344,38.6,24.2,tomato,TSP
84,37,46,27.08808014,93.42402083,6.781050373,38.5,24.1,tomato,TSP
107,34,54,27.99611732,90.84660317,6.630301421,38.4,24,tomato,TSP
80,33,52,27.87317436,91.14849627,6.484799661,38.3,24.1,tomato,TSP
86,30,45,28.96586565,90.71832938,6.566759102,38.4,24.2,tomato,TSP
113,28,48,28.87726019,92.48839665,6.170520518,38.5,24.1,tomato,TSP
115,25,53,29.17052093,94.19790371,6.012480351,38.4,24.2,tomato,TSP
82,20,54,29.34033587,90.01506395,6.541150335,38.3,24.3,tomato,TSP
98,22,47,29.07265321,91.91533173,6.341400922,38.2,24.4,tomato,TSP
117,25,54,28.68275966,92.50969311,6.150686364,38.1,24.5,tomato,TSP
83,30,49,28.92705913,91.39356832,6.438008153,38.2,24.6,tomato,TSP
120,32,51,27.99901833,91.64193051,6.547041903,38.1,24.7,tomato,TSP
111,35,50,27.59350075,91.79742953,6.399891457,38,24.6,tomato,TSP
85,37,47,29.87331077,90.60932469,6.186770318,38.1,24.5,tomato,TSP
90,34,54,28.55852465,90.45773041,6.159020864,38,24.6,tomato,TSP
99,29,55,29.19378695,91.46241065,6.660954816,37.9,24.5,tomato,TSP
102,32,47,27.98780984,92.78226196,6.504906979,37.8,24.6,tomato,TSP
80,35,51,28.05380704,91.81758779,6.706053225,37.7,24.7,tomato,TSP
87,33,52,27.3506296,94.2911951,6.067665498,37.8,24.8,tomato,TSP
114,30,52,29.34081108,94.5513539,6.419083092,37.9,24.9,tomato,TSP
99,28,46,28.61475136,94.22253035,6.39637861,37.8,24.8,tomato,TSP
89,25,50,27.04863538,91.34685096,6.375923383,37.7,24.7,tomato,TSP
96,27,55,29.5275305,94.57459443,6.700337732,37.8,24.8,tomato,TSP
82,26,47,28.50416396,93.46806467,6.565312653,37.7,24.9,tomato,TSP
106,21,52,28.89578588,94.78993038,6.286515359,37.6,25,tomato,TSP
90,24,52,27.04927452,91.3821731,6.448061578,37.7,24.9,tomato,TSP
106,27,54,28.96017885,91.69532178,6.585872508,37.6,24.5,tomato,TSP
24,128,196,22.75088787,90.69489172,5.521466996,37.7,25.6,tomato,TSP
7,144,197,23.8494014,94.34814995,6.133220586,37.6,25.7,tomato,TSP
14,128,205,22.60800988,94.58900601,6.226289556,37.5,25.6,tomato,TSP
8,120,201,21.18667419,91.13435689,6.321152192,37.4,25.5,tomato,TSP
20,129,201,23.41044706,91.69913296,5.587905967,37.3,25.4,tomato,TSP
32,137,204,22.86006627,93.12859895,5.824151693,37.2,25.6,tomato,TSP
27,139,205,22.48403042,93.40819246,5.772179946,37.3,25.7,tomato,TSP
0,123,205,22.02775403,92.96129462,5.790993052,37.2,25.8,tomato,TSP
22,144,196,21.91191314,91.68748063,6.499226821,37.3,25.9,tomato,TSP
1,124,199,23.71059131,93.27392415,5.658473817,37.2,26,tomato,TSP
30,122,197,21.37784654,92.72043743,5.573241391,37.1,25.9,tomato,TSP
29,121,196,22.84852833,94.32130209,6.079497202,37,25.8,tomato,TSP
13,126,204,23.1094265,92.79630809,6.383180271,37,23.7,tomato,TSP
9,139,199,23.25230817,94.54128292,5.867420996,37.1,23.6,tomato,TSP
0,133,200,23.67287749,90.4935574,5.708418722,37,19.4,tomato,TSP
30,143,199,23.76881552,90.59810302,5.7983508,36.9,19.5,tomato,TSP
36,140,198,23.34386401,91.47684705,6.28188384,37,19.6,tomato,TSP
37,137,199,22.63946441,90.18451645,5.697945522,36.9,19.7,tomato,TSP
33,121,203,22.45696744,94.76285385,5.605934087,36.8,19.6,tomato,TSP
7,144,195,22.96388477,93.58065995,5.85648105,36.9,19.7,tomato,TSP
35,128,205,21.07273439,93.56585985,6.041053829,37,19.7,tomato,TSP
29,128,198,22.44075021,92.70785115,5.685062404,36.9,19.8,tomato,TSP
2,143,196,22.71271308,90.45261746,5.669489065,36.8,19.7,tomato,TSP
34,140,198,21.70416965,93.44006288,5.751707342,36.9,19.6,tomato,TSP
29,144,204,22.43324518,92.48667725,5.800448951,36.8,19.6,tomato,TSP
32,141,203,21.25941052,92.84416234,5.821347769,36.7,19.5,tomato,TSP
13,144,197,22.9215706,94.89613443,6.28022267,36.6,19.6,tomato,TSP
25,143,198,22.81212536,91.51861705,6.027314401,36.5,19.5,tomato,TSP
9,137,200,21.12152071,90.6878768,5.636687393,36.6,19.4,tomato,TSP
6,144,198,21.11478672,90.31528693,5.559363609,36.5,19.5,tomato,TSP
37,126,196,23.59997268,90.97597665,5.596449493,36.4,19.6,tomato,TSP
2,120,203,23.12652652,94.71203306,5.893492999,36.3,19.7,tomato,TSP
11,143,197,22.98458907,93.3204487,5.875718516,36.4,19.8,tomato,TSP
10,141,201,22.12659387,90.97818277,6.386021424,36.3,19.7,tomato,TSP
24,142,202,22.53779727,91.48135786,5.710819862,36.2,19.8,tomato,TSP
23,138,195,22.49095104,91.70292746,5.795985716,36.1,19.7,tomato,TSP
18,125,204,22.35548159,94.47811755,6.046673619,36,19.6,tomato,TSP
13,121,196,22.20700989,93.50574163,6.443382913,36.1,19.5,tomato,TSP
26,122,202,22.44516988,94.73763514,5.617227184,35.9,19.6,tomato,TSP
28,123,202,22.76643029,92.12438519,6.442289294,35.8,19.7,tomato,TSP
26,121,201,22.19109412,90.02575116,6.162034371,35.9,19.6,tomato,TSP
21,137,196,23.6119202,91.70293849,5.812781806,36,19.7,tomato,TSP
21,135,198,23.86087054,94.92048112,5.765015126,35.9,19.8,tomato,TSP
5,144,205,21.42177231,92.62665309,6.184922574,35.8,19.7,tomato,TSP
2,123,205,22.36629253,90.78572467,5.739652177,35.7,19.8,tomato,TSP
15,133,199,23.99686172,91.61001707,5.824778636,35.8,19.7,tomato,TSP
31,130,198,21.80129837,92.73446667,5.554823557,35.7,19.8,tomato,TSP
25,143,200,23.80436344,92.80441624,6.024248787,35.6,19.9,tomato,TSP
16,143,204,23.71475278,91.53331177,5.631333387,35.7,19.8,tomato,TSP
19,122,202,23.34467359,90.37981478,5.811975094,35.6,19.7,tomato,TSP
10,125,196,22.31253665,90.03577124,5.730557448,35.5,19.8,tomato,TSP
20,139,202,23.50201428,92.21083961,5.66999105,35.4,19.9,tomato,TSP
28,123,198,23.46260321,91.45665004,5.682751473,35.3,20,tomato,TSP
28,136,200,23.06204373,92.39544055,6.245858905,35.4,20.1,tomato,TSP
2,131,199,22.47420512,91.22759742,6.017370134,35.5,20,tomato,TSP
2,140,197,22.69780133,92.82223419,5.53456749,35.4,19.9,tomato,TSP
27,138,201,23.66682067,93.90191078,5.952367662,35.3,19.8,tomato,TSP
30,127,204,22.50050273,92.45878335,6.126436584,35.2,19.9,tomato,TSP
32,145,203,23.83053666,90.84422164,6.406818518,35.1,19.8,tomato,TSP
29,139,205,23.64142354,93.74461474,6.155939453,35,19.9,tomato,TSP
26,126,195,21.41363812,92.99124545,5.878568981,34.9,19.7,tomato,TSP
40,136,202,22.85267372,94.5764581,5.935336308,34.8,19.8,tomato,TSP
6,124,200,22.98208095,93.84505029,5.971332179,34.9,19.9,tomato,TSP
35,138,200,21.19909519,90.80819418,5.67130617,35,20,tomato,TSP
17,136,196,23.87192332,90.49939035,5.882155988,34.9,19.9,tomato,TSP
33,134,205,21.0365275,94.33919546,6.08551916,35,20,tomato,TSP
16,143,197,22.61711614,93.51978375,5.90402645,34.9,19.9,tomato,TSP
27,120,200,21.45278675,90.74531921,6.110218826,34.8,20,tomato,TSP
29,145,205,22.81227579,92.12992101,6.212302608,34.7,20.1,tomato,TSP
3,141,197,21.98141856,91.12719303,6.142803397,28.7,20,tomato,TSP
15,123,204,22.52709326,92.54780429,6.365972688,28.6,19.9,tomato,TSP
5,136,195,22.35628673,91.92360477,6.264202804,28.7,20,tomato,TSP
10,136,204,21.19852186,92.15595143,6.276198595,28.6,19.9,tomato,TSP
7,141,195,23.8812458,93.45067555,5.514253142,28.5,19.8,tomato,TSP
2,129,201,22.78234161,94.36803516,5.682343744,28.4,19.9,tomato,TSP
29,138,197,22.19055385,92.43764169,5.830892252,28.5,20,tomato,TSP
30,137,200,22.91430043,90.70475565,5.603413172,28.6,20.1,tomato,TSP
29,132,204,23.08950736,90.22507299,6.0967531,28.5,20.2,tomato,TSP
14,139,197,21.72484506,92.83975602,6.056529526,28.4,20.1,tomato,TSP
18,125,203,22.44307715,91.59234006,6.160267496,28.5,20,tomato,TSP
33,143,204,21.1316077,91.95769858,5.814434775,28.4,19.9,tomato,TSP
40,144,196,22.71750705,92.25479855,5.987262638,28.3,20,tomato,TSP
9,143,197,23.75033085,92.88160462,5.570020684,28.4,20.1,tomato,TSP
38,135,203,23.76121837,93.661643,5.965551311,28.3,20,tomato,TSP
28,130,196,22.13450646,94.67695747,6.062356467,28.4,20.1,tomato,TSP
35,142,203,21.17089176,90.23730166,5.895319002,28.5,20.2,tomato,TSP
12,129,205,22.36238282,91.15761594,6.119432215,28.4,20.1,tomato,TSP
1,135,203,22.77856513,92.70124029,5.624203283,28.3,20,tomato,TSP
0,145,205,21.22503442,90.09877774,5.52078314,28.2,20.1,tomato,TSP
31,121,201,23.15791104,90.34396882,5.731535258,28.1,20,tomato,TSP
35,131,203,22.42776057,93.91722423,5.893490899,28,19.9,tomato,TSP
29,140,195,23.64082979,90.95257927,5.560521058,28.1,20,tomato,TSP
33,138,198,22.29423493,90.69033986,6.222390798,28,20.1,tomato,TSP
14,140,197,23.35225078,90.90054697,6.071255131,28.1,20.2,tomato,TSP
35,145,195,22.03911546,94.58075845,6.231950009,28.2,20.1,tomato,TSP
40,120,197,23.80593812,92.48879468,5.889480679,28.1,20.2,tomato,TSP
25,132,198,22.31944084,90.85174383,5.732757516,28,20.3,tomato,TSP
31,137,196,22.14464104,93.82567435,6.400321212,27.9,20.4,tomato,TSP
36,144,196,23.65167552,94.50528753,6.496934492,27.8,20.3,tomato,TSP
38,140,197,22.16939473,90.27185592,6.229498836,27.9,20.2,tomato,TSP
40,23,87,15.78144173,92.51077745,6.354006744,28,20.3,tomato,TSP
37,26,84,26.03097313,91.50819306,7.511755068,27.9,20.2,tomato,TSP
27,22,82,13.36050601,91.35608208,7.335158382,27.8,20.3,tomato,TSP
29,20,85,18.87957654,92.04304496,7.813916603,27.7,20.4,tomato,TSP
20,24,87,29.47741671,91.57802915,7.129136941,27.8,20.3,tomato,TSP
26,27,84,28.06903173,92.91487288,6.079998496,27.7,20.4,tomato,TSP
28,23,79,25.66901098,92.04670813,7.408939392,27.8,20.3,tomato,TSP
32,18,74,29.77149434,92.00719952,7.207991261,27.7,20.2,tomato,TSP
39,24,78,30.55472573,90.90343769,7.189259647,27.6,20.1,tomato,TSP
40,23,83,23.96147583,90.26408017,7.365338111,27.5,20.2,tomato,TSP
35,17,79,23.98289638,91.5473145,7.455991072,27.4,20.1,tomato,TSP
33,20,74,25.26052689,90.31153735,6.822282114,27.3,20.2,tomato,TSP
37,25,80,31.08368929,90.14362642,7.028746406,27.4,20.1,tomato,TSP
33,27,83,14.78003032,91.22062116,6.118430299,27.3,20.2,tomato,TSP
28,18,87,26.56608303,94.45239715,6.285312759,27.4,20.3,tomato,TSP
32,20,90,24.85903405,94.39000473,6.559236744,27.3,20.2,tomato,TSP
31,26,94,34.51465139,93.63812684,7.163245982,27.2,20.3,tomato,TSP
36,32,93,24.12188673,90.72351622,6.945562889,27.1,20.4,tomato,TSP
37,35,84,23.85340379,90.10522549,7.474710503,27,20.5,tomato,TSP
42,30,82,24.60297538,91.28408653,7.601189843,26.9,20.4,tomato,TSP
41,24,83,15.63211033,94.25966183,7.561143224,27,20.5,tomato,TSP
38,25,90,19.33516809,91.97978938,6.361671475,27.1,17.5,tomato,TSP
34,27,87,28.2620488,91.98317355,6.929216014,27,17.6,tomato,TSP
32,23,89,22.67594476,93.36348717,7.477935216,26.9,17.5,tomato,TSP
33,20,94,21.03200078,92.9641969,7.684420446,27,17.6,tomato,TSP
30,24,90,33.23453301,91.06053924,7.825531916,26.9,17.5,tomato,TSP
35,29,85,22.30318989,92.15987039,6.438668989,27,17.6,tomato,TSP
37,30,83,11.50322938,94.8933184,6.946354724,26.9,17.5,tomato,TSP
33,28,87,14.34320488,94.35734702,7.994465371,26.8,17.4,tomato,TSP
31,20,82,33.1056981,93.48447453,7.434118807,26.7,17.5,tomato,TSP
29,25,86,30.49183837,90.4582865,7.781988584,26.6,17.6,tomato,TSP
33,27,90,30.25578031,92.03272799,6.052318465,26.5,17.5,tomato,TSP
38,24,92,12.22816189,90.26457428,7.106650373,26.4,17.6,tomato,TSP
40,25,88,10.01081312,90.22399223,6.22094286,26.5,17.5,tomato,TSP
42,30,84,22.79196751,90.60901895,6.420457311,26.4,17.6,tomato,TSP
37,32,82,20.18432263,90.65458473,6.969249676,26.5,17.5,tomato,TSP
35,25,79,30.72119881,94.01331956,6.011302181,26.6,17.6,tomato,TSP
34,29,76,24.35590861,92.39651663,6.600948788,26.5,17.7,tomato,TSP
38,27,78,21.21306973,91.35349216,7.817846496,26.4,17.8,tomato,TSP
40,26,74,10.78689755,91.38411917,6.8198271,26.3,17.7,tomato,TSP
36,30,78,11.89925671,91.34663797,7.291405641,26.4,17.8,tomato,TSP
39,23,75,22.56664172,93.37488907,7.598729065,26.3,17.7,tomato,TSP
41,27,70,18.86883219,93.24688124,6.157135092,26.4,17.6,tomato,TSP
36,23,72,17.34083741,93.04897191,7.1917274,26.3,17.7,tomato,TSP
40,21,78,34.90665289,92.87820148,7.418761774,26.2,17.8,tomato,TSP
40,22,74,24.53610067,91.90997228,6.488221135,26.1,17.9,tomato,TSP
32,25,75,13.8377282,91.74780462,6.044167236,26.2,17.8,tomato,TSP
35,28,77,22.3551049,93.52211892,6.010391864,26.1,17.9,tomato,TSP
30,30,74,34.74004942,93.12316972,6.949838549,26,17.8,tomato,TSP
32,27,78,11.54785707,94.14861001,7.907956251,26.1,17.7,tomato,TSP
29,25,76,23.13338811,91.94670335,7.639788459,26,17.8,tomato,TSP
28,22,75,29.98364695,94.55239717,7.53350946,25.9,17.9,tomato,TSP
25,24,80,20.87947369,90.93756231,6.251586885,25.8,17.8,tomato,TSP
29,22,79,17.24944623,91.13772765,6.543191814,25.9,17.9,tomato,TSP
33,26,74,15.83388699,91.68293851,7.651225301,26,18,tomato,TSP
37,30,69,23.01014302,91.11764246,6.708889665,25.9,18.1,tomato,TSP
39,27,67,16.39624284,92.18151927,6.625538653,25.8,18,tomato,TSP
36,25,70,24.45132792,93.10527686,6.528354932,25.7,18.1,tomato,TSP
34,29,68,31.87859192,91.15248149,6.450640306,25.6,18,tomato,TSP
39,28,72,31.34920143,91.48247612,7.181907673,25.7,17.9,tomato,TSP
31,25,74,18.05142392,90.03969587,7.016482298,25.6,18,tomato,TSP
28,27,68,30.84835031,92.86773675,6.388617138,25.7,17.9,tomato,TSP
29,29,72,22.45616931,91.52781832,7.57125447,25.6,18,tomato,TSP
26,26,74,13.70319166,90.95589386,7.609348255,25.4,18.1,tomato,TSP
33,24,78,20.48954522,93.72485075,7.137136973,25.3,18.2,tomato,TSP
39,21,75,13.20844373,94.02769434,6.354022554,25.4,18.1,tomato,TSP
33,29,70,32.31944397,93.67804556,6.196907944,25.3,18,tomato,TSP
36,29,68,20.68185224,90.91510525,7.829507245,25.2,18.1,tomato,TSP
37,23,65,31.52675982,90.50621806,6.395258356,25.1,18.2,tomato,TSP
39,27,64,25.35467646,91.81183218,7.992041984,25,18.1,tomato,TSP
31,30,63,17.66545409,91.69865887,6.583411671,25.1,18.2,tomato,TSP
28,32,65,12.59093977,91.81668769,6.206053072,25.2,18.3,tomato,TSP
27,27,67,11.86631922,93.68394562,6.976997772,25.1,18.2,tomato,TSP
32,26,70,11.03367937,92.22706805,6.562594972,25.2,18.1,tomato,TSP
29,29,72,25.2990432,94.96419851,7.260416405,25.1,18.2,tomato,TSP
25,21,73,32.23797837,90.15406807,6.460044778,25,18.1,tomato,TSP
30,20,78,17.68408797,94.35815354,6.699164936,24.9,18,tomato,TSP
37,25,82,10.2708877,90.19147747,7.401121811,25,18.1,tomato,TSP
26,23,77,17.22034507,94.78797376,6.912033409,24.9,18.2,tomato,TSP
30,22,73,19.667056,90.50096668,7.764040111,25,18.3,tomato,TSP
32,25,75,10.35609594,93.75652041,7.796034006,24.9,18.2,tomato,TSP
27,28,70,27.255435,91.71369387,6.969883483,25,18.3,tomato,TSP
28,29,68,34.5917846,92.13229786,6.730757538,24.9,18.4,tomato,TSP
24,30,74,32.39523995,94.51768464,6.601395755,24.8,18.5,tomato,TSP
29,26,72,10.16431299,91.22320999,6.465913274,24.7,18.6,tomato,TSP
34,23,75,21.49118657,93.43949693,6.41354791,24.6,18.7,tomato,TSP
36,20,71,16.53460397,94.76759975,6.475275337,24.5,18.6,tomato,TSP
32,23,69,31.8520694,90.12220323,6.407715561,24.6,18.5,tomato,TSP
35,20,64,28.04799508,90.00621688,6.550814117,24.5,18.6,tomato,TSP
34,19,59,31.75048899,94.59551226,7.36220835,24.4,18.7,tomato,TSP
20,29,62,29.07412717,93.27189064,7.36549204,24.3,18.6,tomato,TSP
37,24,56,19.14381903,90.71037456,7.8546243,24.2,18.7,tomato,TSP
32,27,54,16.14820285,91.4448027,7.995848977,24.3,18.8,tomato,TSP
34,23,57,34.05296914,92.05811721,6.725600855,24.2,18.9,tomato,TSP
30,25,62,34.51423957,90.56151463,7.786725333,24.3,18.8,tomato,TSP
27,30,60,32.71748548,90.54608254,7.656978112,24.2,18.7,tomato,TSP
25,28,55,25.16296632,92.54736032,7.105904818,24.1,18.8,tomato,TSP
30,23,57,27.68167318,94.47316879,7.199106204,24,18.9,tomato,TSP
40,24,53,21.35093384,90.9492967,7.871063004,24.1,19,tomato,TSP
31,26,52,11.69894639,93.25638873,7.566165721,24,19.1,tomato,TSP
61,68,50,35.21462816,91.49725058,6.793245417,23.9,19.2,tomato,TSP
58,46,45,42.39413392,90.79028064,6.576261427,23.8,19.1,tomato,TSP
45,47,55,38.4191628,91.14220381,6.751452932,23.7,19.2,tomato,TSP
39,65,53,35.33294932,92.11508608,6.560743093,23.8,19.3,tomato,TSP
31,68,45,42.92325255,90.07600528,6.938313356,23.7,19.4,tomato,TSP
70,68,45,33.83508569,92.85470152,6.991626158,23.6,19.3,tomato,TSP
68,62,50,33.20258348,92.76437927,6.977700268,23.5,19.4,tomato,TSP
34,65,47,23.48546973,93.71043692,6.833768535,23.6,19.3,tomato,TSP
38,68,54,29.33710543,90.81781439,6.739170045,23.5,19.4,tomato,TSP
69,64,47,40.21199348,94.50766912,6.993473247,23.4,19.5,tomato,TSP
58,51,47,42.13473976,91.70445386,6.757470637,23.3,19.6,tomato,TSP
59,47,53,32.86316618,91.4618874,6.850663232,23.2,19.5,tomato,TSP
44,64,54,29.80744318,91.38048469,6.74274935,23.1,19.4,tomato,TSP
56,57,48,31.56213762,93.0484859,6.506120752,23.2,19.5,tomato,TSP
69,60,54,36.32268069,93.06134398,6.98992719,23.1,19.6,tomato,TSP
56,58,49,37.13165026,94.60761797,6.69215564,23.2,19.5,tomato,TSP
49,55,53,38.4418717,93.63739039,6.544029776,23.1,19.4,tomato,TSP
38,51,52,32.66160599,90.78931681,6.927803911,23,19.5,tomato,TSP
54,65,47,27.92765919,91.55594211,6.721835879,22.9,19.6,tomato,TSP
57,57,51,39.01793345,91.48815629,6.99223441,23,19.7,tomato,TSP
39,52,53,32.51247398,94.65904123,6.704204398,23.1,19.8,tomato,TSP
58,67,45,38.72382798,91.72514851,6.702424548,23,19.7,tomato,TSP
61,64,52,43.30204933,92.83405443,6.641098708,22.9,19.8,tomato,TSP
34,62,55,27.58548913,90.72526502,6.585346229,22.8,19.9,tomato,TSP
31,48,45,40.78881819,92.90951393,6.563134737,22.9,19.8,tomato,TSP
47,46,52,23.19451074,91.40301608,6.502289473,23,19.7,tomato,TSP
32,68,52,32.68067385,92.61715632,6.800321319,22.9,19.6,tomato,TSP
36,59,46,34.28879307,93.61082872,6.721130543,22.8,19.7,tomato,TSP
61,51,51,39.30050027,94.16193416,6.574677594,22.7,19.8,tomato,TSP
70,54,46,39.73149053,91.12220596,6.919342407,22.8,19.9,tomato,TSP
44,56,49,39.23342464,91.25589286,6.519779583,22.7,19.8,tomato,TSP
34,68,51,27.34734861,94.17756725,6.687088098,22.6,19.9,tomato,TSP
50,59,47,40.76998685,92.09278584,6.747975732,22.5,19.8,tomato,TSP
39,70,52,26.26559543,90.79668055,6.65149129,22.4,19.7,tomato,TSP
34,61,49,28.12971499,93.3210737,6.502675132,22.5,19.8,tomato,TSP
44,60,55,34.2804607,90.55561637,6.825371185,22.4,19.9,tomato,TSP
31,62,52,33.7960155,93.00754254,6.99104104,22.5,20,tomato,TSP
65,62,51,31.53243779,90.87394933,6.511624841,22.4,19.9,tomato,TSP
44,57,53,42.30495821,90.51431779,6.93172108,22.3,20,tomato,TSP
50,47,48,24.63676897,90.61964344,6.712772333,22.2,26.7,tomato,TSP
43,50,48,28.28222883,91.37059792,6.63016515,22.3,26.6,tomato,TSP
60,46,53,24.48620746,92.98254537,6.761953186,22.2,26.5,tomato,TSP
70,68,55,42.84609252,94.63548176,6.691202286,22.1,26.6,tomato,TSP
59,62,52,43.67549305,93.10887229,6.608667684,22,26.7,tomato,TSP
60,58,51,42.07213781,92.92203105,6.840802254,22.1,26.8,tomato,TSP
42,60,47,33.46873719,92.12746225,6.834808348,22.2,26.9,tomato,TSP
35,66,47,31.7018373,91.66232213,6.953439161,22.1,26.8,tomato,TSP
34,65,48,41.41968393,90.03863107,6.665024508,22,26.9,tomato,TSP
36,54,46,42.54744013,94.94482086,6.662875839,21.9,26.8,tomato,TSP
39,64,52,28.91842453,94.63676767,6.678695788,22,26.9,maize,urea
37,52,47,43.08022702,93.90305729,6.54277684,21.9,27,maize,urea
33,47,46,29.20300896,93.96834049,6.839443833,22,26.9,maize,urea
34,48,48,41.04224355,91.37258067,6.805277038,22.1,26.8,maize,urea
49,54,50,25.62446619,93.18240298,6.762522087,22,23.2,maize,urea
40,65,49,35.32876402,91.06138506,6.678449318,22.9,23.1,maize,urea
68,52,49,24.42561272,92.27749066,6.577192175,22.8,23,maize,urea
50,46,52,31.18298415,90.21646909,6.734005648,22.7,23.1,maize,urea
65,63,50,31.88342554,91.3256535,6.524459342,22.6,23.2,maize,urea
40,49,47,42.93368602,91.1756748,6.501521192,22.7,23.3,maize,urea
42,53,48,23.11407669,94.31994776,6.758479569,22.6,23.2,maize,urea
49,55,51,24.87212063,93.90560147,6.676578778,22.7,23.3,maize,urea
59,62,49,43.36051537,93.35191636,6.941496806,22.6,23.2,maize,urea
63,58,47,26.83054058,90.75379971,6.864143752,22.5,23.1,maize,urea
70,65,52,30.42012134,93.12659793,6.583528529,22.4,23.2,maize,urea
63,50,52,28.64555584,93.22642604,6.751747609,22.5,23.2,maize,urea
40,64,47,32.50037548,93.47888842,6.893509446,22.4,23.4,maize,urea
63,58,50,43.03714283,94.6428898,6.720744449,22.3,23.3,maize,urea
45,58,49,30.10773379,90.34546355,6.827812549,22.4,23.4,maize,urea
66,69,47,23.69212243,93.61055571,6.912299695,22.5,23.3,maize,urea
54,67,52,35.67667332,93.30641944,6.586107335,22.4,23.4,maize,urea
69,67,52,27.71948962,94.43877142,6.827305908,22.3,23.5,maize,urea
67,68,49,35.26824831,92.38282957,6.821774589,22.4,23.6,maize,urea
45,57,47,23.16855863,90.78821158,6.656458831,22.3,23.7,maize,urea
56,50,52,33.08706051,92.25197542,6.770384816,22.2,23.6,maize,urea
70,50,53,37.4620912,90.44967809,6.933809743,22.1,23.7,maize,urea
44,47,45,38.73218907,94.73613484,6.579441304,22,23.6,maize,urea
50,60,47,32.57720726,92.74889453,6.92791761,22.1,23.5,maize,urea
52,51,53,38.38231475,93.10378595,6.985804083,22,23.4,maize,urea
35,68,45,42.93605359,90.09448142,6.612429546,22.1,23.5,maize,urea
68,69,52,25.65492304,92.74501561,6.813383387,22,23.6,maize,urea
32,55,52,37.58899717,91.99740365,6.9677596,21.9,23.5,maize,urea
32,55,51,29.60718808,93.15642801,6.57398033,21.8,23.6,maize,urea
48,62,47,25.34756111,93.02871078,6.803094965,21.7,23.5,maize,urea
39,69,53,25.9300384,93.02357765,6.964955435,21.6,23.4,maize,urea
49,61,45,32.76795887,94.57377401,6.764213299,21.5,23.5,maize,urea
48,57,54,29.02328049,90.20396783,6.617703178,21.6,23.6,maize,urea
